,colormap,zoom level,COG,ZARR
140,0.0,9.0,0.040159,0.407476
141,0.0,10.0,0.007366,0.255386
142,0.0,11.0,0.0124,0.256936
143,0.0,12.0,0.177396,0.399079
144,0.0,13.0,0.290513,0.54715
145,0.0,14.0,0.150663,0.410013
146,0.0,15.0,0.029197,0.373051
147,0.0,16.0,0.134415,0.395706
148,0.0,17.0,0.192223,0.437175
149,0.0,18.0,0.025192,0.361388
150,1.0,9.0,0.035848,0.437064
151,1.0,10.0,0.045919,0.425493
152,1.0,11.0,0.007303,0.233772
153,1.0,12.0,0.152493,0.418115
154,1.0,13.0,0.276648,0.514851
155,1.0,14.0,0.151187,0.349867
156,1.0,15.0,0.128746,0.612019
157,1.0,16.0,0.024177,0.32847
158,1.0,17.0,0.022257,0.323858
159,1.0,18.0,0.025012,0.33915
160,0.0,9.0,0.053329,0.47112
161,0.0,10.0,0.037564,0.390253
162,0.0,11.0,0.03827,0.346861
163,0.0,12.0,0.168531,0.339811
164,0.0,13.0,0.185303,0.367128
165,0.0,14.0,0.134718,0.353753
166,0.0,15.0,0.139361,0.382172
167,0.0,16.0,0.125802,0.358596
168,0.0,17.0,0.02708,0.360313
169,0.0,18.0,0.02682,0.354089
170,1.0,9.0,0.007842,0.216272
171,1.0,10.0,0.226275,0.379057
172,1.0,11.0,0.040375,0.354718
173,1.0,12.0,0.190372,0.356205
174,1.0,13.0,0.209438,0.367145
175,1.0,14.0,0.203776,0.334509
176,1.0,15.0,0.123859,0.377075
177,1.0,16.0,0.026529,0.39424
178,1.0,17.0,0.024477,0.402334
179,1.0,18.0,0.025652,0.373406
180,0.0,9.0,0.040431,0.414031
181,0.0,10.0,0.042269,0.410967
182,0.0,11.0,0.273315,0.432406
183,0.0,12.0,0.287242,0.378292
184,0.0,13.0,0.14928,0.425057
185,0.0,14.0,0.03253,0.407392
186,0.0,15.0,0.025598,0.415642
187,0.0,16.0,0.132627,0.365538
188,0.0,17.0,0.152572,0.438511
189,0.0,18.0,0.027105,0.403386
190,1.0,9.0,0.338254,0.498819
191,1.0,10.0,0.050461,0.415639
192,1.0,11.0,0.277924,0.404499
193,1.0,12.0,0.033746,0.416955
194,1.0,13.0,0.292573,0.369907
195,1.0,14.0,0.035933,0.377322
196,1.0,15.0,0.024779,0.376939
197,1.0,16.0,0.161985,0.410648
198,1.0,17.0,0.134267,0.378763
199,1.0,18.0,0.027839,0.478267
