,colormap,zoom level,COG,ZARR
217,4.0,15.0,0.136974,0.309015
218,4.0,16.0,0.109581,0.38113
219,4.0,17.0,0.118699,0.290521
220,4.0,18.0,0.113114,0.313251
221,5.0,6.0,0.100591,0.406022
222,5.0,7.0,0.054906,0.188388
223,5.0,8.0,0.052673,0.163037
224,5.0,9.0,0.058146,0.247135
225,5.0,10.0,0.056956,0.171578
226,5.0,11.0,0.131529,0.435445
227,5.0,12.0,0.196206,0.386498
228,5.0,13.0,0.30206,0.310339
229,5.0,14.0,0.160309,0.311841
230,5.0,15.0,0.142772,0.302689
231,5.0,16.0,0.119337,0.279643
232,5.0,17.0,0.114477,0.439305
233,5.0,18.0,0.122842,0.298927
234,6.0,6.0,0.105232,0.395723
235,6.0,7.0,0.057144,0.166278
236,6.0,8.0,0.059251,0.182385
237,6.0,9.0,0.055854,0.171837
238,6.0,10.0,0.099684,0.268377
239,6.0,11.0,0.053144,0.252313
240,6.0,12.0,0.321337,0.247903
241,6.0,13.0,0.140787,0.312612
242,6.0,14.0,0.131209,0.376208
243,6.0,15.0,0.145844,0.253528
244,6.0,16.0,0.077785,0.294662
245,6.0,17.0,0.122652,0.335393
246,6.0,18.0,0.074399,0.296531
247,7.0,6.0,0.100132,0.33447
248,7.0,7.0,0.092042,0.292163
249,7.0,8.0,0.057407,0.17299
250,7.0,9.0,0.05336,0.163988
251,7.0,10.0,0.30137,0.279702
252,7.0,11.0,0.301701,0.510882
253,7.0,12.0,0.184275,0.403841
254,7.0,13.0,0.094207,0.310606
255,7.0,14.0,0.176107,0.315318
256,7.0,15.0,0.117324,0.343245
257,7.0,16.0,0.132948,0.272678
258,7.0,17.0,0.129947,0.285865
259,7.0,18.0,0.10956,0.239908
260,8.0,6.0,0.053777,0.15886
261,8.0,7.0,0.107226,0.386254
262,8.0,8.0,0.086164,0.174495
263,8.0,9.0,0.153228,0.472293
264,8.0,10.0,0.069752,0.174749
265,8.0,11.0,0.172678,0.416862
266,8.0,12.0,0.140131,0.321814
267,8.0,13.0,0.162502,0.252821
268,8.0,14.0,0.171272,0.354446
269,8.0,15.0,0.145887,0.241413
270,8.0,16.0,0.121779,0.313901
271,8.0,17.0,0.121415,0.33238
272,8.0,18.0,0.077405,0.273199
273,9.0,6.0,0.055818,0.166674
274,9.0,7.0,0.088848,0.32321
275,9.0,8.0,0.053436,0.172634
276,9.0,9.0,0.056011,0.228488
277,9.0,10.0,0.053609,0.175449
278,9.0,11.0,0.133874,0.305665
279,9.0,12.0,0.177816,0.346234
280,9.0,13.0,0.310883,0.280978
281,9.0,14.0,0.129115,0.354221
282,9.0,15.0,0.119327,0.432612
283,9.0,16.0,0.12651,0.287859
284,9.0,17.0,0.126911,0.281813
285,9.0,18.0,0.082474,0.285655
286,10.0,6.0,0.103382,0.332876
287,10.0,7.0,0.058492,0.190143
288,10.0,8.0,0.055351,0.194274
289,10.0,9.0,0.276825,0.320247
290,10.0,10.0,0.14749,0.395948
291,10.0,11.0,0.151012,0.303796
292,10.0,12.0,0.168075,0.411574
293,10.0,13.0,0.150481,0.334862
294,10.0,14.0,0.14906,0.261827
295,10.0,15.0,0.177788,0.361015
296,10.0,16.0,0.076776,0.345404
297,10.0,17.0,0.11591,0.334862
298,10.0,18.0,0.075552,0.295638
299,11.0,6.0,0.055163,0.187671
300,11.0,7.0,0.056386,0.196965
301,11.0,8.0,0.057258,0.25393
302,11.0,9.0,0.058201,0.16914
303,11.0,10.0,0.055308,0.181508
304,11.0,11.0,0.058887,0.195909
305,11.0,12.0,0.130497,0.272415
306,11.0,13.0,0.206767,0.342283
307,11.0,14.0,0.084847,0.31228
308,11.0,15.0,0.11457,0.326385
309,11.0,16.0,0.144371,0.303441
310,11.0,17.0,0.12746,0.368137
311,11.0,18.0,0.073046,0.285412
312,0.0,6.0,0.057299,0.16304
313,0.0,7.0,0.129667,0.427637
314,0.0,8.0,0.067043,0.343388
315,0.0,9.0,0.068962,0.173842
316,0.0,10.0,0.144033,0.304679
317,0.0,11.0,0.096074,0.270166
318,0.0,12.0,0.305329,0.320934
319,0.0,13.0,0.156986,0.310857
320,0.0,14.0,0.310553,0.340155
321,0.0,15.0,0.125765,0.414994
322,0.0,16.0,0.136404,0.392817
323,0.0,17.0,0.126077,0.378663
324,0.0,18.0,0.075453,0.288205
325,1.0,6.0,0.10138,0.33492
326,1.0,7.0,0.069254,0.187731
327,1.0,8.0,0.055967,0.167042
328,1.0,9.0,0.057945,0.158286
329,1.0,10.0,0.096492,0.312519
330,1.0,11.0,0.10273,0.316357
331,1.0,12.0,0.143783,0.310351
332,1.0,13.0,0.176687,0.256261
333,1.0,14.0,0.132175,0.267045
334,1.0,15.0,0.089041,0.355609
335,1.0,16.0,0.07946,0.294569
336,1.0,17.0,0.075549,0.333641
337,1.0,18.0,0.096517,0.339451
338,2.0,6.0,0.053025,0.210704
339,2.0,7.0,0.064803,0.174363
340,2.0,8.0,0.061098,0.189611
341,2.0,9.0,0.167472,0.352972
342,2.0,10.0,0.056662,0.177658
343,2.0,11.0,0.096014,0.400396
344,2.0,12.0,0.143697,0.320865
345,2.0,13.0,0.160113,0.281854
346,2.0,14.0,0.163133,0.283444
347,2.0,15.0,0.085437,0.248002
348,2.0,16.0,0.118046,0.369479
349,2.0,17.0,0.134133,0.32416
350,2.0,18.0,0.07829,0.288999
351,3.0,6.0,0.124295,0.332952
352,3.0,7.0,0.057739,0.24479
353,3.0,8.0,0.057014,0.174034
354,3.0,9.0,0.198784,0.338935
355,3.0,10.0,0.093696,0.398586
356,3.0,11.0,0.0552,0.166739
357,3.0,12.0,0.136765,0.307126
358,3.0,13.0,0.089493,0.291709
359,3.0,14.0,0.132457,0.266231
360,3.0,15.0,0.079101,0.31224
361,3.0,16.0,0.081333,0.333581
362,3.0,17.0,0.115532,0.329555
363,3.0,18.0,0.085083,0.403059
364,4.0,6.0,0.056744,0.166842
365,4.0,7.0,0.057326,0.176779
366,4.0,8.0,0.055995,0.174846
367,4.0,9.0,0.056637,0.161864
368,4.0,10.0,0.054825,0.235431
369,4.0,11.0,0.094388,0.300396
370,4.0,12.0,0.135107,0.271699
371,4.0,13.0,0.12981,0.243629
372,4.0,14.0,0.160711,0.318271
373,4.0,15.0,0.081108,0.355958
374,4.0,16.0,0.112801,0.330262
375,4.0,17.0,0.08486,0.302239
376,4.0,18.0,0.081709,0.296556
377,5.0,6.0,0.10206,0.359779
378,5.0,7.0,0.079015,0.166371
379,5.0,8.0,0.056925,0.250643
380,5.0,9.0,0.196434,0.355125
381,5.0,10.0,0.107059,0.381838
382,5.0,11.0,0.092859,0.289243
383,5.0,12.0,0.138517,0.263263
384,5.0,13.0,0.149711,0.281904
385,5.0,14.0,0.166287,0.276161
386,5.0,15.0,0.109889,0.261194
387,5.0,16.0,0.124069,0.262355
388,5.0,17.0,0.121274,0.314049
389,5.0,18.0,0.074707,0.369655
390,6.0,6.0,0.051999,0.165355
391,6.0,7.0,0.097449,0.332347
392,6.0,8.0,0.056989,0.166139
393,6.0,9.0,0.104244,0.309844
394,6.0,10.0,0.055206,0.176952
395,6.0,11.0,0.102783,0.264391
396,6.0,12.0,0.154093,0.371675
397,6.0,13.0,0.102706,0.352463
398,6.0,14.0,0.184651,0.311728
399,6.0,15.0,0.117516,0.255267
400,6.0,16.0,0.095219,0.475369
401,6.0,17.0,0.136074,0.316125
402,6.0,18.0,0.081333,0.486365
403,7.0,6.0,0.057747,0.168405
404,7.0,7.0,0.058814,0.189496
405,7.0,8.0,0.054484,0.166629
406,7.0,9.0,0.143026,0.357531
407,7.0,10.0,0.054985,0.169998
408,7.0,11.0,0.060927,0.168969
409,7.0,12.0,0.196231,0.320684
410,7.0,13.0,0.175509,0.31283
411,7.0,14.0,0.132605,0.319621
412,7.0,15.0,0.148081,0.39401
413,7.0,16.0,0.136813,0.374148
414,7.0,17.0,0.09907,0.379546
415,7.0,18.0,0.084086,0.31435
416,8.0,6.0,0.05842,0.164121
417,8.0,7.0,0.111057,0.310076
418,8.0,8.0,0.05512,0.163778
419,8.0,9.0,0.056045,0.164049
420,8.0,10.0,0.057853,0.181142
421,8.0,11.0,0.103434,0.313761
422,8.0,12.0,0.104818,0.277211
423,8.0,13.0,0.158232,0.428663
424,8.0,14.0,0.170235,0.338615
425,8.0,15.0,0.133419,0.320586
426,8.0,16.0,0.121927,0.305248
427,8.0,17.0,0.112761,0.272273
428,8.0,18.0,0.077754,0.258564
429,9.0,6.0,0.06353,0.172687
430,9.0,7.0,0.058187,0.256894
431,9.0,8.0,0.099697,0.18628
432,9.0,9.0,0.061187,0.270987
433,9.0,10.0,0.059325,0.168463
434,9.0,11.0,0.17572,0.328168
435,9.0,12.0,0.135778,0.309591
436,9.0,13.0,0.138121,0.363528
437,9.0,14.0,0.133878,0.256631
438,9.0,15.0,0.129323,0.285178
439,9.0,16.0,0.081346,0.382493
440,9.0,17.0,0.11828,0.331069
441,9.0,18.0,0.073783,0.295095
442,10.0,6.0,0.05617,0.168333
443,10.0,7.0,0.059542,0.174456
444,10.0,8.0,0.058423,0.167809
445,10.0,9.0,0.301546,0.366473
446,10.0,10.0,0.094531,0.705074
447,10.0,11.0,0.097763,0.318096
448,10.0,12.0,0.183944,0.315649
449,10.0,13.0,0.136144,0.432739
450,10.0,14.0,0.137681,0.380829
451,10.0,15.0,0.116606,0.231549
452,10.0,16.0,0.121669,0.258269
453,10.0,17.0,0.078527,0.29851
454,10.0,18.0,0.122552,0.344177
455,11.0,6.0,0.057398,0.166886
456,11.0,7.0,0.10286,0.427164
457,11.0,8.0,0.09927,0.291498
458,11.0,9.0,0.149701,0.40165
459,11.0,10.0,0.180114,0.364014
460,11.0,11.0,0.112099,0.305675
461,11.0,12.0,0.142799,0.292336
462,11.0,13.0,0.149443,0.256302
463,11.0,14.0,0.164661,0.336414
464,11.0,15.0,0.127036,0.249451
465,11.0,16.0,0.118619,0.423457
466,11.0,17.0,0.08513,0.29328
467,11.0,18.0,0.120689,0.245612
468,0.0,6.0,0.057885,0.162887
469,0.0,7.0,0.066193,0.250762
470,0.0,8.0,0.055119,0.206514
471,0.0,9.0,0.056954,0.178227
472,0.0,10.0,0.055752,0.182172
473,0.0,11.0,0.218098,0.320824
474,0.0,12.0,0.185709,0.264758
475,0.0,13.0,0.148329,0.42377
476,0.0,14.0,0.086968,0.2579
477,0.0,15.0,0.081329,0.323218
478,0.0,16.0,0.14545,0.329355
479,0.0,17.0,0.077257,0.374236
480,0.0,18.0,0.076837,0.262563
481,1.0,6.0,0.098656,0.304281
482,1.0,7.0,0.057333,0.168388
483,1.0,8.0,0.119902,0.378521
484,1.0,9.0,0.058203,0.167146
485,1.0,10.0,0.055477,0.225631
486,1.0,11.0,0.299269,0.358145
487,1.0,12.0,0.321724,0.275594
488,1.0,13.0,0.146989,0.302069
489,1.0,14.0,0.14056,0.26284
490,1.0,15.0,0.140695,0.272121
491,1.0,16.0,0.126994,0.253167
492,1.0,17.0,0.118438,0.259101
493,1.0,18.0,0.08405,0.236996
494,2.0,6.0,0.05782,0.195776
495,2.0,7.0,0.057563,0.171068
496,2.0,8.0,0.057711,0.165766
497,2.0,9.0,0.055524,0.172055
498,2.0,10.0,0.062231,0.284684
499,2.0,11.0,0.197611,0.349992
500,2.0,12.0,0.139817,0.363327
501,2.0,13.0,0.167481,0.383823
502,2.0,14.0,0.206646,0.321808
503,2.0,15.0,0.116361,0.415515
504,2.0,16.0,0.13075,0.399662
505,2.0,17.0,0.111511,0.353392
506,2.0,18.0,0.08075,0.331472
507,3.0,6.0,0.054256,0.162421
508,3.0,7.0,0.110492,0.319275
509,3.0,8.0,0.064668,0.175992
510,3.0,9.0,0.057193,0.176799
511,3.0,10.0,0.103554,0.412659
512,3.0,11.0,0.052205,0.172348
513,3.0,12.0,0.129049,0.395199
514,3.0,13.0,0.173065,0.282276
515,3.0,14.0,0.13535,0.345544
516,3.0,15.0,0.12362,0.274811
517,3.0,16.0,0.081983,0.288572
518,3.0,17.0,0.117727,0.330287
519,3.0,18.0,0.082294,0.294435
520,4.0,6.0,0.055256,0.166657
521,4.0,7.0,0.056277,0.176729
522,4.0,8.0,0.055242,0.166564
523,4.0,9.0,0.061373,0.266105
524,4.0,10.0,0.057781,0.184566
525,4.0,11.0,0.095404,0.311342
526,4.0,12.0,0.141207,0.317198
527,4.0,13.0,0.23416,0.309508
528,4.0,14.0,0.159395,0.238721
529,4.0,15.0,0.120456,0.326291
530,4.0,16.0,0.118782,0.292752
531,4.0,17.0,0.094557,0.29295
532,4.0,18.0,0.07412,0.317254
533,5.0,6.0,0.099657,0.338487
534,5.0,7.0,0.060529,0.172236
535,5.0,8.0,0.057685,0.164112
536,5.0,9.0,0.057234,0.24608
537,5.0,10.0,0.192613,0.297425
538,5.0,11.0,0.149935,0.363513
539,5.0,12.0,0.154262,0.324419
540,5.0,13.0,0.130918,0.242657
541,5.0,14.0,0.087147,0.308751
542,5.0,15.0,0.086473,0.251534
543,5.0,16.0,0.122259,0.295196
544,5.0,17.0,0.079311,0.395341
545,5.0,18.0,0.082638,0.290229
546,6.0,6.0,0.095711,0.277745
547,6.0,7.0,0.108599,0.39202
548,6.0,8.0,0.05708,0.176508
549,6.0,9.0,0.104734,0.396705
550,6.0,10.0,0.081549,0.250867
551,6.0,11.0,0.105809,0.434226
552,6.0,12.0,0.626148,0.30653
553,6.0,13.0,0.177289,0.331835
554,6.0,14.0,0.131686,0.26441
555,6.0,15.0,0.125979,0.307019
556,6.0,16.0,0.131659,0.371613
557,6.0,17.0,0.078817,0.280951
558,6.0,18.0,0.092284,0.332498
559,7.0,6.0,0.054384,0.21634
560,7.0,7.0,0.058985,0.168862
561,7.0,8.0,0.058923,0.229576
562,7.0,9.0,0.056996,0.163953
563,7.0,10.0,0.09579,0.288063
564,7.0,11.0,0.056144,0.16938
565,7.0,12.0,0.143223,0.324394
566,7.0,13.0,0.174854,0.268636
567,7.0,14.0,0.174599,0.32265
568,7.0,15.0,0.091408,0.342784
569,7.0,16.0,0.118172,0.321362
570,7.0,17.0,0.082432,0.398837
571,7.0,18.0,0.118774,0.330485
572,8.0,6.0,0.097117,0.294416
573,8.0,7.0,0.091827,0.257226
574,8.0,8.0,0.060895,0.16248
575,8.0,9.0,0.058716,0.165459
576,8.0,10.0,0.102706,0.322109
577,8.0,11.0,0.096544,0.260574
578,8.0,12.0,0.141596,0.343898
579,8.0,13.0,0.178473,0.339938
580,8.0,14.0,0.175214,0.241174
581,8.0,15.0,0.081942,0.325781
582,8.0,16.0,0.138363,0.412753
583,8.0,17.0,0.081618,0.378875
584,8.0,18.0,0.075766,0.329915
585,9.0,6.0,0.048675,0.17866
586,9.0,7.0,0.059153,0.213692
587,9.0,8.0,0.054375,0.174786
588,9.0,9.0,0.06015,0.172845
589,9.0,10.0,0.175563,0.311017
590,9.0,11.0,0.2956,0.230471
591,9.0,12.0,0.125646,0.496826
592,9.0,13.0,0.245755,0.37326
593,9.0,14.0,0.206811,0.353402
594,9.0,15.0,0.080761,0.310939
595,9.0,16.0,0.116679,0.330772
596,9.0,17.0,0.079558,0.402363
597,9.0,18.0,0.08526,0.333394
598,10.0,6.0,0.060148,0.160429
599,10.0,7.0,0.092973,0.309828
600,10.0,8.0,0.057916,0.165729
601,10.0,9.0,0.14606,0.403661
602,10.0,10.0,0.055692,0.159213
603,10.0,11.0,0.273937,0.350174
604,10.0,12.0,0.152462,0.318179
605,10.0,13.0,0.174197,0.345592
606,10.0,14.0,0.13905,0.338859
607,10.0,15.0,0.101024,0.276637
608,10.0,16.0,0.086149,0.291029
609,10.0,17.0,0.077394,0.318264
610,10.0,18.0,0.08319,0.343976
611,11.0,6.0,0.102671,0.297001
612,11.0,7.0,0.10615,0.343612
613,11.0,8.0,0.053355,0.178834
614,11.0,9.0,0.05832,0.277532
615,11.0,10.0,0.109601,0.354325
616,11.0,11.0,0.098418,0.302984
617,11.0,12.0,0.136528,0.293271
618,11.0,13.0,0.175889,0.276074
619,11.0,14.0,0.088961,0.341284
620,11.0,15.0,0.087062,0.305228
621,11.0,16.0,0.08178,0.323913
622,11.0,17.0,0.142947,0.435
623,11.0,18.0,0.072041,0.269328
624,0.0,6.0,0.102282,0.342321
625,0.0,7.0,0.056316,0.168507
626,0.0,8.0,0.0597,0.163737
627,0.0,9.0,0.055651,0.166662
628,0.0,10.0,0.09441,0.33408
629,0.0,11.0,0.05946,0.160009
630,0.0,12.0,0.149126,0.304426
631,0.0,13.0,0.150356,0.285673
632,0.0,14.0,0.134827,0.282825
633,0.0,15.0,0.079948,0.32742
634,0.0,16.0,0.077452,0.264688
635,0.0,17.0,0.076794,0.393357
636,0.0,18.0,0.07586,0.335683
637,1.0,6.0,0.055952,0.161866
638,1.0,7.0,0.058009,0.217132
639,1.0,8.0,0.124439,0.324056
640,1.0,9.0,0.056505,0.161371
641,1.0,10.0,0.058263,0.231177
642,1.0,11.0,0.09465,0.353669
643,1.0,12.0,0.178142,0.241272
644,1.0,13.0,0.167705,0.319736
645,1.0,14.0,0.14223,0.251653
646,1.0,15.0,0.104071,0.24961
647,1.0,16.0,0.078969,0.256828
648,1.0,17.0,0.093841,0.280509
649,1.0,18.0,0.076595,0.313402
650,2.0,6.0,0.099554,0.356068
651,2.0,7.0,0.059579,0.172901
652,2.0,8.0,0.056571,0.181674
653,2.0,9.0,0.239765,0.393734
654,2.0,10.0,0.05608,0.174862
655,2.0,11.0,0.155977,0.368072
656,2.0,12.0,0.168726,0.328815
657,2.0,13.0,0.353899,0.287182
658,2.0,14.0,0.136093,0.311088
659,2.0,15.0,0.086535,0.275573
660,2.0,16.0,0.121006,0.326366
661,2.0,17.0,0.077119,0.293596
662,2.0,18.0,0.077832,0.245044
663,3.0,6.0,0.094105,0.319462
664,3.0,7.0,0.054971,0.165393
665,3.0,8.0,0.059382,0.182722
666,3.0,9.0,0.05472,0.262703
667,3.0,10.0,0.09831,0.253874
668,3.0,11.0,0.154363,0.313787
669,3.0,12.0,0.204502,0.33438
670,3.0,13.0,0.150961,0.311352
671,3.0,14.0,0.138217,0.347156
672,3.0,15.0,0.142963,0.369345
673,3.0,16.0,0.081946,0.382447
674,3.0,17.0,0.121199,0.330364
675,3.0,18.0,0.081139,0.293534
676,4.0,6.0,0.104159,0.332702
677,4.0,7.0,0.103647,0.399446
678,4.0,8.0,0.061091,0.164637
679,4.0,9.0,0.056581,0.166447
680,4.0,10.0,0.098027,0.427052
681,4.0,11.0,0.099659,0.267766
682,4.0,12.0,0.101963,0.338322
683,4.0,13.0,0.161459,0.285307
684,4.0,14.0,0.160251,0.365579
685,4.0,15.0,0.116194,0.251633
686,4.0,16.0,0.081587,0.316143
687,4.0,17.0,0.125271,0.313071
688,4.0,18.0,0.080452,0.286404
689,5.0,6.0,0.102189,0.437091
690,5.0,7.0,0.106102,0.378031
691,5.0,8.0,0.163992,0.288448
692,5.0,9.0,0.052956,0.162809
693,5.0,10.0,0.053426,0.205007
694,5.0,11.0,0.124445,0.362917
695,5.0,12.0,0.138281,0.288674
696,5.0,13.0,0.141014,0.358733
697,5.0,14.0,0.159653,0.373491
