,colormap,zoom level,COG,ZARR
698,5.0,15.0,0.126806,0.357064
699,5.0,16.0,0.084098,0.390086
700,5.0,17.0,0.114004,0.273082
701,5.0,18.0,0.078891,0.355023
702,6.0,6.0,0.056895,0.227142
703,6.0,7.0,0.109705,0.355588
704,6.0,8.0,0.058728,0.268092
705,6.0,9.0,0.114744,0.345757
706,6.0,10.0,0.060266,0.264493
707,6.0,11.0,0.05903,0.24805
708,6.0,12.0,0.09675,0.343574
709,6.0,13.0,0.196364,0.430073
710,6.0,14.0,0.153904,0.300307
711,6.0,15.0,0.122817,0.258183
712,6.0,16.0,0.098785,0.32895
713,6.0,17.0,0.078126,0.274719
714,6.0,18.0,0.078955,0.334219
715,7.0,6.0,0.120414,0.332996
716,7.0,7.0,0.057313,0.175886
717,7.0,8.0,0.057441,0.167183
718,7.0,9.0,0.056675,0.215648
719,7.0,10.0,0.228021,0.3253
720,7.0,11.0,0.226471,0.406314
721,7.0,12.0,0.163574,0.361866
722,7.0,13.0,0.307957,0.33547
723,7.0,14.0,0.164734,0.417371
724,7.0,15.0,0.119908,0.238523
725,7.0,16.0,0.122409,0.291308
726,7.0,17.0,0.083384,0.501336
727,7.0,18.0,0.078021,0.328759
728,8.0,6.0,0.10305,0.317448
729,8.0,7.0,0.108625,0.411189
730,8.0,8.0,0.057552,0.260454
731,8.0,9.0,0.057034,0.175839
732,8.0,10.0,0.302107,0.324765
733,8.0,11.0,0.099205,0.405917
734,8.0,12.0,0.142988,0.315164
735,8.0,13.0,0.159955,0.2939
736,8.0,14.0,0.092602,0.251475
737,8.0,15.0,0.085933,0.325855
738,8.0,16.0,0.125376,0.277308
739,8.0,17.0,0.080847,0.393172
740,8.0,18.0,0.081454,0.243271
741,9.0,6.0,0.059016,0.176236
742,9.0,7.0,0.06004,0.165924
743,9.0,8.0,0.06018,0.164887
744,9.0,9.0,0.058097,0.16875
745,9.0,10.0,0.055179,0.167687
746,9.0,11.0,0.230644,0.35973
747,9.0,12.0,0.098123,0.355224
748,9.0,13.0,0.098367,0.274101
749,9.0,14.0,0.096435,0.275748
750,9.0,15.0,0.156993,0.302068
751,9.0,16.0,0.078249,0.360823
752,9.0,17.0,0.116623,0.334341
753,9.0,18.0,0.083155,0.297287
754,10.0,6.0,0.100828,0.329127
755,10.0,7.0,0.152525,0.347251
756,10.0,8.0,0.05934,0.180104
757,10.0,9.0,0.171817,0.395024
758,10.0,10.0,0.110775,0.375809
759,10.0,11.0,0.131985,0.30273
760,10.0,12.0,0.138359,0.281164
761,10.0,13.0,0.151274,0.371873
762,10.0,14.0,0.163279,0.365759
763,10.0,15.0,0.10728,0.353308
764,10.0,16.0,0.077168,0.239406
765,10.0,17.0,0.152921,0.305398
766,10.0,18.0,0.081905,0.354068
767,11.0,6.0,0.057105,0.17779
768,11.0,7.0,0.1378,0.404674
769,11.0,8.0,0.058465,0.357734
770,11.0,9.0,0.060164,0.170281
771,11.0,10.0,0.196383,0.327936
772,11.0,11.0,0.06917,0.160252
773,11.0,12.0,0.18122,0.245093
774,11.0,13.0,0.196445,0.335145
775,11.0,14.0,0.104474,0.301881
776,11.0,15.0,0.079724,0.3072
777,11.0,16.0,0.111235,0.332656
778,11.0,17.0,0.138069,0.405402
779,11.0,18.0,0.092642,0.356104
780,0.0,6.0,0.112566,0.345449
781,0.0,7.0,0.062136,0.195912
782,0.0,8.0,0.059124,0.245806
783,0.0,9.0,0.057396,0.181485
784,0.0,10.0,0.052496,0.212352
785,0.0,11.0,0.102525,0.257764
786,0.0,12.0,0.155771,0.297237
787,0.0,13.0,0.13831,0.274797
788,0.0,14.0,0.133492,0.263935
789,0.0,15.0,0.127315,0.305078
790,0.0,16.0,0.124706,0.306465
791,0.0,17.0,0.099185,0.34451
792,0.0,18.0,0.078109,0.243423
793,1.0,6.0,0.05413,0.160273
794,1.0,7.0,0.058352,0.181748
795,1.0,8.0,0.058667,0.179631
796,1.0,9.0,0.063893,0.206245
797,1.0,10.0,0.301319,0.361754
798,1.0,11.0,0.098618,0.287082
799,1.0,12.0,0.148291,0.313157
800,1.0,13.0,0.208859,0.347906
801,1.0,14.0,0.191169,0.31071
802,1.0,15.0,0.090768,0.325446
803,1.0,16.0,0.14462,0.322166
804,1.0,17.0,0.081178,0.373287
805,1.0,18.0,0.084145,0.332474
806,2.0,6.0,0.057276,0.190227
807,2.0,7.0,0.148443,0.387087
808,2.0,8.0,0.057935,0.18012
809,2.0,9.0,0.066389,0.176171
810,2.0,10.0,0.184046,0.567377
811,2.0,11.0,0.104819,0.272595
812,2.0,12.0,0.207557,0.348868
813,2.0,13.0,0.204644,0.311362
814,2.0,14.0,0.102222,0.251159
815,2.0,15.0,0.1407,0.266889
816,2.0,16.0,0.119709,0.331786
817,2.0,17.0,0.086974,0.287435
818,2.0,18.0,0.097586,0.321504
819,3.0,6.0,0.055067,0.177244
820,3.0,7.0,0.057819,0.184384
821,3.0,8.0,0.057547,0.185319
822,3.0,9.0,0.058773,0.237137
823,3.0,10.0,0.09624,0.354096
824,3.0,11.0,0.060205,0.218714
825,3.0,12.0,0.099535,0.248501
826,3.0,13.0,0.153715,0.315095
827,3.0,14.0,0.135858,0.250263
828,3.0,15.0,0.084311,0.366144
829,3.0,16.0,0.101442,0.328312
830,3.0,17.0,0.132482,0.310183
831,3.0,18.0,0.102506,0.281247
832,4.0,6.0,0.064893,0.176723
833,4.0,7.0,0.055231,0.1762
834,4.0,8.0,0.056306,0.245183
835,4.0,9.0,0.139688,0.461527
836,4.0,10.0,0.179156,0.351571
837,4.0,11.0,0.146453,0.249589
838,4.0,12.0,0.155339,0.278668
839,4.0,13.0,0.405048,0.317197
840,4.0,14.0,0.091852,0.302641
841,4.0,15.0,0.131021,0.302529
842,4.0,16.0,0.096897,0.282305
843,4.0,17.0,0.103985,0.523103
844,4.0,18.0,0.097803,0.622893
845,5.0,6.0,0.078173,0.314722
846,5.0,7.0,0.059814,0.229108
847,5.0,8.0,0.058709,0.247628
848,5.0,9.0,0.055697,0.176091
849,5.0,10.0,0.112836,0.326422
850,5.0,11.0,0.147898,0.387384
851,5.0,12.0,0.152492,0.325854
852,5.0,13.0,0.315089,0.340458
853,5.0,14.0,0.144445,0.310104
854,5.0,15.0,0.077922,0.36235
855,5.0,16.0,0.118088,0.275424
856,5.0,17.0,0.13112,0.256659
857,5.0,18.0,0.071315,0.285385
858,6.0,6.0,0.066162,0.241992
859,6.0,7.0,0.056554,0.180935
860,6.0,8.0,0.070991,0.180207
861,6.0,9.0,0.059055,0.206169
862,6.0,10.0,0.052384,0.185458
863,6.0,11.0,0.050427,0.178077
864,6.0,12.0,0.186428,0.271283
865,6.0,13.0,0.143217,0.406833
866,6.0,14.0,0.092476,0.270174
867,6.0,15.0,0.148071,0.299144
868,6.0,16.0,0.131786,0.367777
869,6.0,17.0,0.080817,0.282347
870,6.0,18.0,0.113302,0.330671
871,7.0,6.0,0.051671,0.301588
872,7.0,7.0,0.106086,0.468711
873,7.0,8.0,0.068536,0.267455
874,7.0,9.0,0.052546,0.181789
875,7.0,10.0,0.057523,0.211817
876,7.0,11.0,0.139161,0.355626
877,7.0,12.0,0.157096,0.358151
878,7.0,13.0,0.136572,0.539344
879,7.0,14.0,0.085798,0.276636
880,7.0,15.0,0.089565,0.331444
881,7.0,16.0,0.122547,0.32238
882,7.0,17.0,0.080856,0.290279
883,7.0,18.0,0.078535,0.33104
884,8.0,6.0,0.057703,0.173272
885,8.0,7.0,0.096022,0.422162
886,8.0,8.0,0.179429,0.398834
887,8.0,9.0,0.063041,0.181572
888,8.0,10.0,0.056628,0.327511
889,8.0,11.0,0.349535,0.42256
890,8.0,12.0,0.185206,0.29316
891,8.0,13.0,0.159472,0.254012
892,8.0,14.0,0.145744,0.258455
893,8.0,15.0,0.092649,0.286062
894,8.0,16.0,0.148347,0.283066
895,8.0,17.0,0.083581,0.282709
896,8.0,18.0,0.08238,0.304241
897,9.0,6.0,0.104627,0.329911
898,9.0,7.0,0.057415,0.16924
899,9.0,8.0,0.055708,0.37027
900,9.0,9.0,0.052552,0.180922
901,9.0,10.0,0.196265,0.328692
902,9.0,11.0,0.170654,0.369853
903,9.0,12.0,0.127825,0.328212
904,9.0,13.0,0.148228,0.261111
905,9.0,14.0,0.147248,0.26588
906,9.0,15.0,0.134838,0.264964
907,9.0,16.0,0.088183,0.362311
908,9.0,17.0,0.134031,0.278961
909,9.0,18.0,0.076724,0.323813
910,10.0,6.0,0.102202,0.337419
911,10.0,7.0,0.089052,0.169839
912,10.0,8.0,0.076059,0.261148
913,10.0,9.0,0.160393,0.334505
914,10.0,10.0,0.057575,0.203795
915,10.0,11.0,0.058294,0.176033
916,10.0,12.0,0.163506,0.252554
917,10.0,13.0,0.17133,0.392141
918,10.0,14.0,0.092088,0.327386
919,10.0,15.0,0.109368,0.420507
920,10.0,16.0,0.159816,0.391073
921,10.0,17.0,0.080213,0.251687
922,10.0,18.0,0.126187,0.331476
923,11.0,6.0,0.099544,0.287051
924,11.0,7.0,0.052979,0.170096
925,11.0,8.0,0.058178,0.292614
926,11.0,9.0,0.05887,0.16614
927,11.0,10.0,0.084301,0.176027
928,11.0,11.0,0.184481,0.279584
929,11.0,12.0,0.147297,0.31045
930,11.0,13.0,0.146328,0.272082
931,11.0,14.0,0.15172,0.325715
932,11.0,15.0,0.099937,0.344101
933,11.0,16.0,0.080923,0.399898
934,11.0,17.0,0.081866,0.3316
935,11.0,18.0,0.092022,0.312191
936,0.0,6.0,0.060467,0.226897
937,0.0,7.0,0.059278,0.179768
938,0.0,8.0,0.065026,0.195864
939,0.0,9.0,0.067077,0.172468
940,0.0,10.0,0.063212,0.187631
941,0.0,11.0,0.195947,0.394821
942,0.0,12.0,0.310636,0.287693
943,0.0,13.0,0.298857,0.415298
944,0.0,14.0,0.093537,0.302735
945,0.0,15.0,0.124626,0.268497
946,0.0,16.0,0.155262,0.340251
947,0.0,17.0,0.117666,0.361578
948,0.0,18.0,0.081968,0.399601
949,1.0,6.0,0.09954,0.332107
950,1.0,7.0,0.106323,0.397109
951,1.0,8.0,0.051776,0.266263
952,1.0,9.0,0.058015,0.170168
953,1.0,10.0,0.135682,0.339028
954,1.0,11.0,0.187596,0.381469
955,1.0,12.0,0.182359,0.310372
956,1.0,13.0,0.205491,0.302967
957,1.0,14.0,0.131927,0.311406
958,1.0,15.0,0.081592,0.271463
959,1.0,16.0,0.146612,0.335783
960,1.0,17.0,0.079281,0.310331
961,1.0,18.0,0.081012,0.28704
962,2.0,6.0,0.059811,0.170983
963,2.0,7.0,0.057508,0.186786
964,2.0,8.0,0.060263,0.173735
965,2.0,9.0,0.059803,0.170917
966,2.0,10.0,0.186493,0.26365
967,2.0,11.0,0.149851,0.352815
968,2.0,12.0,0.146197,0.256163
969,2.0,13.0,0.163818,0.337954
970,2.0,14.0,0.147119,0.242708
971,2.0,15.0,0.085246,0.271067
972,2.0,16.0,0.138478,0.327128
973,2.0,17.0,0.079986,0.273889
974,2.0,18.0,0.10303,0.435938
975,3.0,6.0,0.056612,0.171737
976,3.0,7.0,0.068537,0.170412
977,3.0,8.0,0.055917,0.249528
978,3.0,9.0,0.058873,0.161091
979,3.0,10.0,0.055833,0.238109
980,3.0,11.0,0.100171,0.356779
981,3.0,12.0,0.18129,0.313871
982,3.0,13.0,0.196079,0.315723
983,3.0,14.0,0.092663,0.302713
984,3.0,15.0,0.086647,0.311746
985,3.0,16.0,0.120278,0.301238
986,3.0,17.0,0.135118,0.290599
987,3.0,18.0,0.090036,0.283832
988,4.0,6.0,0.058431,0.177474
989,4.0,7.0,0.099915,0.285447
990,4.0,8.0,0.057919,0.185829
991,4.0,9.0,0.057621,0.175255
992,4.0,10.0,0.265684,0.313655
993,4.0,11.0,0.199678,0.511532
994,4.0,12.0,0.15077,0.301058
995,4.0,13.0,0.206635,0.33474
996,4.0,14.0,0.139505,0.310471
997,4.0,15.0,0.124161,0.256987
998,4.0,16.0,0.141052,0.251671
999,4.0,17.0,0.079756,0.391283
1000,4.0,18.0,0.078155,0.333857
1001,5.0,6.0,0.06774,0.167136
1002,5.0,7.0,0.102099,0.304322
1003,5.0,8.0,0.055795,0.209511
1004,5.0,9.0,0.061188,0.194261
1005,5.0,10.0,0.097783,0.305702
1006,5.0,11.0,0.148081,0.295933
1007,5.0,12.0,0.156358,0.314534
1008,5.0,13.0,0.163821,0.333066
1009,5.0,14.0,0.132632,0.351335
1010,5.0,15.0,0.129016,0.282044
1011,5.0,16.0,0.085456,0.361005
1012,5.0,17.0,0.08194,0.351844
1013,5.0,18.0,0.095408,0.330062
1014,6.0,6.0,0.05804,0.172645
1015,6.0,7.0,0.06747,0.290625
1016,6.0,8.0,0.070168,0.169571
1017,6.0,9.0,0.056579,0.204524
1018,6.0,10.0,0.054394,0.251003
1019,6.0,11.0,0.1487,0.362195
1020,6.0,12.0,0.142545,0.34835
1021,6.0,13.0,0.160902,0.356337
1022,6.0,14.0,0.143156,0.254197
1023,6.0,15.0,0.172387,0.487242
1024,6.0,16.0,0.114228,0.331246
1025,6.0,17.0,0.115881,0.3011
1026,6.0,18.0,0.094948,0.296915
1027,7.0,6.0,0.060418,0.213003
1028,7.0,7.0,0.115147,0.180581
1029,7.0,8.0,0.061908,0.259678
1030,7.0,9.0,0.051991,0.245842
1031,7.0,10.0,0.05623,0.161847
1032,7.0,11.0,0.091717,0.329779
1033,7.0,12.0,0.089598,0.33937
1034,7.0,13.0,0.150405,0.326735
1035,7.0,14.0,0.08446,0.252279
1036,7.0,15.0,0.072098,0.260803
1037,7.0,16.0,0.119417,0.301747
1038,7.0,17.0,0.0739,0.301872
1039,7.0,18.0,0.074005,0.337059
1040,8.0,6.0,0.047371,0.163606
1041,8.0,7.0,0.050351,0.183477
1042,8.0,8.0,0.052526,0.158767
1043,8.0,9.0,0.055965,0.205695
1044,8.0,10.0,0.056276,0.175444
1045,8.0,11.0,0.093118,0.326579
1046,8.0,12.0,0.095468,0.236176
1047,8.0,13.0,0.140568,0.270536
1048,8.0,14.0,0.207722,0.28001
1049,8.0,15.0,0.090862,0.291339
1050,8.0,16.0,0.080956,0.253404
1051,8.0,17.0,0.160745,0.417307
1052,8.0,18.0,0.079031,0.251138
1053,9.0,6.0,0.102015,0.333716
1054,9.0,7.0,0.095978,0.368214
1055,9.0,8.0,0.056409,0.162244
1056,9.0,9.0,0.056369,0.225203
1057,9.0,10.0,0.298791,0.356424
1058,9.0,11.0,0.058503,0.185265
1059,9.0,12.0,0.162186,0.35524
1060,9.0,13.0,0.19775,0.33484
1061,9.0,14.0,0.141338,0.301227
1062,9.0,15.0,0.147099,0.375321
1063,9.0,16.0,0.082498,0.265817
1064,9.0,17.0,0.077479,0.329324
1065,9.0,18.0,0.079314,0.334448
1066,10.0,6.0,0.064064,0.230402
1067,10.0,7.0,0.057801,0.171699
1068,10.0,8.0,0.055917,0.181717
1069,10.0,9.0,0.062667,0.286018
1070,10.0,10.0,0.100356,0.455729
1071,10.0,11.0,0.098411,0.295152
1072,10.0,12.0,0.095074,0.294657
1073,10.0,13.0,0.185599,0.297518
1074,10.0,14.0,0.196383,0.331117
1075,10.0,15.0,0.180801,0.301201
1076,10.0,16.0,0.119063,0.337013
1077,10.0,17.0,0.079736,0.292542
1078,10.0,18.0,0.082625,0.332924
1079,11.0,6.0,0.059674,0.176929
1080,11.0,7.0,0.063061,0.187963
1081,11.0,8.0,0.061028,0.246541
1082,11.0,9.0,0.056468,0.35163
1083,11.0,10.0,0.057133,0.162652
1084,11.0,11.0,0.146014,0.340443
1085,11.0,12.0,0.115659,0.301325
1086,11.0,13.0,0.212757,0.31217
1087,11.0,14.0,0.15721,0.3242
1088,11.0,15.0,0.084486,0.272047
1089,11.0,16.0,0.079137,0.279822
1090,11.0,17.0,0.080002,0.242359
1091,11.0,18.0,0.07958,0.262529
1092,0.0,6.0,0.069629,0.310042
1093,0.0,7.0,0.106846,0.370362
1094,0.0,8.0,0.059073,0.236838
1095,0.0,9.0,0.115212,0.353753
1096,0.0,10.0,0.058948,0.217442
1097,0.0,11.0,0.581594,0.360353
1098,0.0,12.0,0.414078,0.473886
1099,0.0,13.0,0.159016,0.521464
1100,0.0,14.0,0.597928,0.295794
1101,0.0,15.0,0.105035,0.385249
1102,0.0,16.0,0.092562,0.375397
1103,0.0,17.0,0.089333,0.275531
1104,0.0,18.0,0.080532,0.318346
1105,1.0,6.0,0.147953,0.280918
1106,1.0,7.0,0.06311,0.190713
1107,1.0,8.0,0.059545,0.168608
1108,1.0,9.0,0.066502,0.195298
1109,1.0,10.0,0.063231,0.166465
1110,1.0,11.0,0.057224,0.185956
1111,1.0,12.0,0.208601,0.289372
1112,1.0,13.0,0.179751,0.282095
1113,1.0,14.0,0.167433,0.357079
1114,1.0,15.0,0.123761,0.356092
1115,1.0,16.0,0.132245,0.289754
1116,1.0,17.0,0.118264,0.279911
1117,1.0,18.0,0.107745,0.290838
1118,2.0,6.0,0.056237,0.16717
1119,2.0,7.0,0.106502,0.395002
1120,2.0,8.0,0.053608,0.172951
1121,2.0,9.0,0.056565,0.17923
1122,2.0,10.0,0.170987,0.315801
1123,2.0,11.0,0.141433,0.42467
1124,2.0,12.0,0.195508,0.355045
1125,2.0,13.0,0.144917,0.299375
1126,2.0,14.0,0.205215,0.266764
1127,2.0,15.0,0.133847,0.29862
1128,2.0,16.0,0.126158,0.255253
1129,2.0,17.0,0.080587,0.322897
1130,2.0,18.0,0.07692,0.343443
1131,3.0,6.0,0.056499,0.161469
1132,3.0,7.0,0.129116,0.416025
1133,3.0,8.0,0.049949,0.154701
1134,3.0,9.0,0.124447,0.286095
1135,3.0,10.0,0.101003,0.274957
1136,3.0,11.0,0.102491,0.290638
1137,3.0,12.0,0.154223,0.325277
1138,3.0,13.0,0.144469,0.343542
1139,3.0,14.0,0.100771,0.25171
1140,3.0,15.0,0.152958,0.326971
1141,3.0,16.0,0.135653,0.364313
1142,3.0,17.0,0.07775,0.276683
1143,3.0,18.0,0.078932,0.333415
1144,4.0,6.0,0.105537,0.332892
1145,4.0,7.0,0.130905,0.315572
1146,4.0,8.0,0.0562,0.170833
1147,4.0,9.0,0.100843,0.400149
1148,4.0,10.0,0.054467,0.167562
1149,4.0,11.0,0.058603,0.17533
1150,4.0,12.0,0.177456,0.34463
1151,4.0,13.0,0.287364,0.319539
1152,4.0,14.0,0.137132,0.395148
1153,4.0,15.0,0.130542,0.7082
1154,4.0,16.0,0.130611,0.493747
1155,4.0,17.0,0.129343,0.338207
1156,4.0,18.0,0.079823,0.327439
1157,5.0,6.0,0.056877,0.169151
1158,5.0,7.0,0.102179,0.414675
1159,5.0,8.0,0.074063,0.187022
1160,5.0,9.0,0.059286,0.317857
1161,5.0,10.0,0.059175,0.176973
1162,5.0,11.0,0.102682,0.320439
1163,5.0,12.0,0.149407,0.309196
1164,5.0,13.0,0.136183,0.359632
1165,5.0,14.0,0.136159,0.26389
1166,5.0,15.0,0.234735,0.249898
1167,5.0,16.0,0.074344,0.416769
1168,5.0,17.0,0.115766,0.340197
1169,5.0,18.0,0.115579,0.296934
1170,6.0,6.0,0.058168,0.183917
1171,6.0,7.0,0.058958,0.169329
1172,6.0,8.0,0.061983,0.165637
1173,6.0,9.0,0.059962,0.161939
1174,6.0,10.0,0.05221,0.174139
1175,6.0,11.0,0.300534,0.27406
1176,6.0,12.0,0.134938,0.277946
1177,6.0,13.0,0.094047,0.360408
1178,6.0,14.0,0.132587,0.319022
1179,6.0,15.0,0.081991,0.289322
1180,6.0,16.0,0.077445,0.291675
1181,6.0,17.0,0.077099,0.334669
1182,6.0,18.0,0.081671,0.335212
1183,7.0,6.0,0.057087,0.17382
1184,7.0,7.0,0.107849,0.301638
1185,7.0,8.0,0.057186,0.174137
1186,7.0,9.0,0.158758,0.295353
1187,7.0,10.0,0.100743,0.157939
1188,7.0,11.0,0.187442,0.282303
1189,7.0,12.0,0.088574,0.242678
1190,7.0,13.0,0.207797,0.337216
1191,7.0,14.0,0.088799,0.292212
1192,7.0,15.0,0.156188,0.327907
1193,7.0,16.0,0.078978,0.360649
1194,7.0,17.0,0.111243,0.332841
1195,7.0,18.0,0.1262,0.300215
1196,8.0,6.0,0.057403,0.16672
1197,8.0,7.0,0.096553,0.370448
1198,8.0,8.0,0.057063,0.163544
1199,8.0,9.0,0.057946,0.166791
1200,8.0,10.0,0.126404,0.276608
1201,8.0,11.0,0.166427,0.286383
1202,8.0,12.0,0.146538,0.350196
1203,8.0,13.0,0.133285,0.351054
1204,8.0,14.0,0.124223,0.280069
1205,8.0,15.0,0.089222,0.29047
1206,8.0,16.0,0.079187,0.323792
1207,8.0,17.0,0.118361,0.242618
1208,8.0,18.0,0.117182,0.252815
1209,9.0,6.0,0.054728,0.167655
1210,9.0,7.0,0.104722,0.408429
1211,9.0,8.0,0.055694,0.276816
1212,9.0,9.0,0.220965,0.354215
1213,9.0,10.0,0.068577,0.177409
1214,9.0,11.0,0.112134,0.301056
1215,9.0,12.0,0.198761,0.300509
1216,9.0,13.0,0.173067,0.305398
1217,9.0,14.0,0.088278,0.322796
1218,9.0,15.0,0.119119,0.323982
1219,9.0,16.0,0.131248,0.54331
1220,9.0,17.0,0.094261,0.344324
1221,9.0,18.0,0.114199,0.29401
1222,10.0,6.0,0.058185,0.225736
1223,10.0,7.0,0.113017,0.566124
1224,10.0,8.0,0.060771,0.172452
1225,10.0,9.0,0.04966,0.169165
1226,10.0,10.0,0.062308,0.168095
1227,10.0,11.0,0.056788,0.284718
1228,10.0,12.0,0.099522,0.353652
1229,10.0,13.0,0.145991,0.312936
1230,10.0,14.0,0.134663,0.342513
1231,10.0,15.0,0.0752,0.283368
1232,10.0,16.0,0.072838,0.262645
1233,10.0,17.0,0.075252,0.25319
1234,10.0,18.0,0.076818,0.315265
1235,11.0,6.0,0.057328,0.206966
1236,11.0,7.0,0.054737,0.167694
1237,11.0,8.0,0.056333,0.213103
1238,11.0,9.0,0.058342,0.182469
1239,11.0,10.0,0.057364,0.173214
1240,11.0,11.0,0.102584,0.292716
1241,11.0,12.0,0.088948,0.285242
1242,11.0,13.0,0.142577,0.327542
1243,11.0,14.0,0.15489,0.250077
1244,11.0,15.0,0.08496,0.342698
1245,11.0,16.0,0.12577,0.327182
1246,11.0,17.0,0.079419,0.287107
1247,11.0,18.0,0.130464,0.332829
1248,0.0,6.0,0.09147,0.281944
1249,0.0,7.0,0.105281,0.320458
1250,0.0,8.0,0.056537,0.182356
1251,0.0,9.0,0.058867,0.167394
1252,0.0,10.0,0.057948,0.205219
1253,0.0,11.0,0.104405,0.353553
1254,0.0,12.0,0.303685,0.28605
1255,0.0,13.0,0.251549,0.25244
1256,0.0,14.0,0.086995,0.240183
1257,0.0,15.0,0.121472,0.254054
1258,0.0,16.0,0.081488,0.328426
1259,0.0,17.0,0.078466,0.25045
1260,0.0,18.0,0.081728,0.258353
1261,1.0,6.0,0.114524,0.265301
1262,1.0,7.0,0.11513,0.39757
1263,1.0,8.0,0.05861,0.167729
1264,1.0,9.0,0.054287,0.17542
1265,1.0,10.0,0.058058,0.160897
1266,1.0,11.0,0.098319,0.265332
1267,1.0,12.0,0.142891,0.34017
1268,1.0,13.0,0.144717,0.252827
1269,1.0,14.0,0.156982,0.34859
1270,1.0,15.0,0.134319,0.35635
1271,1.0,16.0,0.169676,0.279451
1272,1.0,17.0,0.090301,0.250902
1273,1.0,18.0,0.077331,0.231207
1274,2.0,6.0,0.054653,0.169012
1275,2.0,7.0,0.05667,0.169278
1276,2.0,8.0,0.057759,0.163453
1277,2.0,9.0,0.104539,0.355761
1278,2.0,10.0,0.148304,0.291391
1279,2.0,11.0,0.201822,0.348007
1280,2.0,12.0,0.158747,0.31108
1281,2.0,13.0,0.299562,0.34184
1282,2.0,14.0,0.122882,0.23561
1283,2.0,15.0,0.111286,0.304082
1284,2.0,16.0,0.116715,0.253633
1285,2.0,17.0,0.136218,0.285845
1286,2.0,18.0,0.09938,0.276023
1287,3.0,6.0,0.059818,0.170819
1288,3.0,7.0,0.059219,0.173144
1289,3.0,8.0,0.05602,0.24898
1290,3.0,9.0,0.056282,0.165191
1291,3.0,10.0,0.057597,0.242539
1292,3.0,11.0,0.168595,0.290562
1293,3.0,12.0,0.15183,0.277652
1294,3.0,13.0,0.206499,0.451046
1295,3.0,14.0,0.157506,0.245701
1296,3.0,15.0,0.080134,0.319339
1297,3.0,16.0,0.119921,0.332824
1298,3.0,17.0,0.080966,0.293813
1299,3.0,18.0,0.117857,0.327844
1300,4.0,6.0,0.057772,0.187975
1301,4.0,7.0,0.049632,0.159881
1302,4.0,8.0,0.066728,0.212187
1303,4.0,9.0,0.056026,0.166444
1304,4.0,10.0,0.115174,0.360919
1305,4.0,11.0,0.099638,0.265178
1306,4.0,12.0,0.09564,0.313793
1307,4.0,13.0,0.214916,0.299092
1308,4.0,14.0,0.096708,0.301661
1309,4.0,15.0,0.078804,0.314237
1310,4.0,16.0,0.079276,0.337252
1311,4.0,17.0,0.079217,0.331764
1312,4.0,18.0,0.078955,0.336365
1313,5.0,6.0,0.057953,0.227037
1314,5.0,7.0,0.055851,0.168291
1315,5.0,8.0,0.056663,0.170412
1316,5.0,9.0,0.151479,0.414253
1317,5.0,10.0,0.131727,0.36279
1318,5.0,11.0,0.095187,0.26262
1319,5.0,12.0,0.300604,0.317044
1320,5.0,13.0,0.148573,0.405242
1321,5.0,14.0,0.164945,0.262495
1322,5.0,15.0,0.079807,0.247771
1323,5.0,16.0,0.123011,0.332789
1324,5.0,17.0,0.078667,0.289821
1325,5.0,18.0,0.078039,0.333146
1326,6.0,6.0,0.094393,0.333856
1327,6.0,7.0,0.0605,0.171751
1328,6.0,8.0,0.055764,0.164968
1329,6.0,9.0,0.056223,0.359089
1330,6.0,10.0,0.053997,0.183671
1331,6.0,11.0,0.058475,0.185597
1332,6.0,12.0,0.148004,0.288665
1333,6.0,13.0,0.133462,0.346524
1334,6.0,14.0,0.139351,0.278603
1335,6.0,15.0,0.080432,0.271231
1336,6.0,16.0,0.081549,0.333845
1337,6.0,17.0,0.08726,0.329998
1338,6.0,18.0,0.082072,0.25965
1339,7.0,6.0,0.100271,0.292767
1340,7.0,7.0,0.056242,0.18666
1341,7.0,8.0,0.060718,0.166511
1342,7.0,9.0,0.132653,0.333715
1343,7.0,10.0,0.055127,0.166586
1344,7.0,11.0,0.14068,0.368561
1345,7.0,12.0,0.16599,0.360245
1346,7.0,13.0,0.166455,0.416314
1347,7.0,14.0,0.158648,0.333155
1348,7.0,15.0,0.079691,0.347702
1349,7.0,16.0,0.121344,0.331323
1350,7.0,17.0,0.079111,0.395782
1351,7.0,18.0,0.097702,0.334285
1352,8.0,6.0,0.094896,0.315602
1353,8.0,7.0,0.056612,0.159775
1354,8.0,8.0,0.056399,0.163702
1355,8.0,9.0,0.100362,0.272185
1356,8.0,10.0,0.056455,0.186651
1357,8.0,11.0,0.167785,0.254289
1358,8.0,12.0,0.130895,0.314308
1359,8.0,13.0,0.176905,0.239872
1360,8.0,14.0,0.08974,0.253267
1361,8.0,15.0,0.07595,0.24623
1362,8.0,16.0,0.122549,0.292896
1363,8.0,17.0,0.082097,0.290077
1364,8.0,18.0,0.088233,0.252376
1365,9.0,6.0,0.099641,0.264461
1366,9.0,7.0,0.057985,0.162484
1367,9.0,8.0,0.058768,0.168706
1368,9.0,9.0,0.056822,0.1598
1369,9.0,10.0,0.143109,0.277611
1370,9.0,11.0,0.161221,0.344967
1371,9.0,12.0,0.094659,0.319048
1372,9.0,13.0,0.198196,0.428592
1373,9.0,14.0,0.198084,0.289884
1374,9.0,15.0,0.125712,0.254409
1375,9.0,16.0,0.11736,0.327086
1376,9.0,17.0,0.1183,0.254579
1377,9.0,18.0,0.080091,0.319949
